miRNA	MIMATid	Gene	EntrezID	RefseqID	miRWalk	miRanda	miRDB	RNA22	Targetscan	SUM
hsa-miR-188-5p	MIMAT0000457	LOC101930241	101930241	XM_005275931	1	0	0	0	0	1
hsa-miR-188-5p	MIMAT0000457	LOC101930241	101930241	XM_005275933	1	0	0	0	0	1
hsa-miR-188-5p	MIMAT0000457	LOC101930255	101930255	XM_005275754	1	0	0	0	0	1
hsa-miR-188-5p	MIMAT0000457	LOC101930320	101930320	XM_005275882	1	0	0	0	0	1
hsa-miR-188-5p	MIMAT0000457	LOC101930534	101930534	XM_005275953	1	0	0	0	0	1
hsa-miR-188-5p	MIMAT0000457	ID4	3400	NM_001546	0	0	0	0	1	1
hsa-miR-188-5p	MIMAT0000457	RIMS2	9699	NM_014677	0	0	0	0	1	1
hsa-miR-188-5p	MIMAT0000457	RIMS2	9699	NM_001100117	0	0	0	0	1	1
hsa-miR-188-5p	MIMAT0000457	AGO1	26523	NM_012199	0	0	0	0	1	1
hsa-miR-188-5p	MIMAT0000457	LRRTM3	347731	NM_178011	0	0	0	0	1	1
hsa-miR-188-5p	MIMAT0000457	LHX8	431707	NM_001001933	0	0	0	0	1	1
hsa-miR-188-5p	MIMAT0000457	LHX8	431707	NM_001256114	0	0	0	0	1	1
hsa-miR-188-5p	MIMAT0000457	ACADS	35	NM_000017	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ACOX1	51	NM_001185039	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ADAR	103	NM_001193495	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ACAN	176	NM_013227	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	AK1	203	XM_005251788	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ALAS1	211	NM_000688	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ALDH1A3	220	NM_000693	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ALOX15B	247	NM_001141	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ALPI	248	NM_001631	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ANGPT1	284	NM_001146	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ANXA7	310	NM_004034	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	APAF1	317	NM_181861	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	APC	324	XM_005271975	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	BIRC3	330	NM_001165	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	AQP2	359	NM_000486	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ARF3	377	XM_005268856	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	RHOG	391	XM_005252916	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ASCL1	429	NM_004316	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ASGR1	432	NM_001671	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ATP1A1	476	XM_005270890	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ATP6V1G2	534	NM_130463	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	BCL3	602	XM_005259129	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	BOK	666	NM_032515	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ZFP36L2	678	NM_006887	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	C7	730	NM_000587	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	C8G	733	NM_000606	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	TMEM258	746	NM_014206	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CAMK2D	817	NM_001221	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CAPN1	823	NM_001198868	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CAPN6	827	NM_014289	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CASP3	836	NM_004346	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CCNE1	898	NM_001238	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CCNG2	901	NM_004354	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CD5	921	NM_014207	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CD22	933	XM_005259418	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CD37	951	NM_001774	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CD69	969	NM_001781	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CD79B	974	NM_001039933	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CD97	976	NM_078481	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CD151	977	NM_004357	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CDH16	1014	XM_005255769	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CDKN1A	1026	NM_001220778	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CDKN2D	1032	NM_001800	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CEBPA	1050	NM_004364	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CETN3	1070	XM_005248408	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CHML	1122	NM_001821	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CHRNA3	1136	NM_000743	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CHRNG	1146	NM_005199	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CKMT1B	1159	XM_005254148	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CLN3	1201	XM_005255088	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CCR1	1230	NM_001295	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CCR6	1235	NM_031409	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	COL4A2	1284	NM_001846	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	COL4A6	1288	XM_005262073	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	COL5A1	1289	NM_000093	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	COL5A1	1289	NM_001278074	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	COL17A1	1308	NM_000494	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	COMP	1311	NM_000095	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CPN1	1369	NM_001308	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CRABP2	1382	NM_001878	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CRAT	1384	XM_005251706	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CRHR1	1394	NM_001256299	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CRYAA	1409	NM_000394	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CRYBA4	1413	NM_001886	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CRYBB1	1414	NM_001887	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CSF2	1437	NM_000758	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CSF3	1440	NM_000759	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CSHL1	1444	XM_005257064	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CSNK2A1	1457	NM_177559	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CTF1	1489	NM_001330	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CYP2A6	1548	NM_000762	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CYP2A7	1549	NM_000764	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CYP21A2	1589	NM_000500	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DAG1	1605	NM_001165928	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DGKQ	1609	XM_005272264	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DBH	1621	NM_000787	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DCTD	1635	XM_005262780	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DDOST	1650	NM_005216	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DHCR7	1717	NM_001360	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CYB5R3	1727	NM_001129819	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DYNC1LI2	1783	NM_006141	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DNM2	1785	XM_005259807	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DPYSL3	1809	NM_001197294	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DRG2	1819	XM_005256499	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DSCAM	1826	NM_001389	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DUSP3	1845	XM_005257117	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DUSP5	1847	NM_004419	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DUSP8	1850	NM_004420	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DVL2	1856	NM_004422	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	DVL3	1857	NM_004423	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	E2F5	1875	NM_001951	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ECM1	1893	NM_001202858	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PHC2	1912	XM_005270569	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EEF2	1938	NM_001961	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EIF2D	1939	NM_006893	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CELSR3	1951	NM_001407	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EHHADH	1962	NM_001166415	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EIF4G1	1981	NM_182917	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MARK2	2011	NM_001039469	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EMX1	2016	NM_004097	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EPB41	2035	XM_005245753	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EPHB1	2047	NM_004441	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EPHB2	2048	NM_004442	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EPHB4	2050	NM_004444	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EPHX2	2053	NM_001979	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ERCC4	2072	NM_005236	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ESRRG	2104	NM_001243509	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EYA3	2140	NM_001990	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	F7	2155	NM_000131	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	F13A1	2162	NM_000129	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FABP2	2169	NM_000134	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FABP7	2173	XM_005266858	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FCGR2B	2213	NM_004001	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FGD1	2245	NM_004463	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FGFR3	2261	NM_001163213	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FHIT	2272	NM_001166243	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FOXS1	2307	NM_004118	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FUT3	2525	NM_000149	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FUT5	2527	NM_002034	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FUT6	2528	XM_005259526	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	XRCC6	2547	NM_001469	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GABRB2	2561	NM_021911	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GALNT1	2589	NM_020474	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LRRC32	2615	XM_005273901	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GAS8	2622	XM_005256306	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GBAS	2631	NM_001483	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GCNT2	2651	NM_001491	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GCSH	2653	NM_004483	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GFRA2	2675	NM_001495	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GFRA3	2676	XM_005271959	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GHR	2690	NM_001242400	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GPC3	2719	NM_001164617	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GLRA2	2742	NM_001118886	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GLRA2	2742	NM_002063	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GNA12	2768	NM_007353	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	SFN	2810	NM_006142	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GP2	2813	XM_005255259	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GPD1	2819	NM_005276	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GPR20	2843	NM_005293	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FFAR2	2867	XM_005258817	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GRK5	2869	NM_005308	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GPX5	2880	NM_001509	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	RAPGEF1	2889	XM_005272185	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GRN	2896	XM_005257253	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NR3C1	2908	NM_001018077	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GRM6	2916	NM_000843	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CXCL3	2921	NM_002090	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GSTZ1	2954	NM_001513	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GTF2E2	2961	NM_002095	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GYPC	2995	NM_001256584	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GYPE	2996	NM_198682	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	H2AFX	3014	NM_002105	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HABP2	3026	NM_004132	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HADHA	3030	NM_000182	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HFE	3077	XM_005249040	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HIC1	3090	XM_005256619	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ZBTB48	3104	NM_005341	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HLA-DQB1	3119	NM_001243961	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HLF	3131	NM_002126	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HMGCL	3155	XM_005245857	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FOXA3	3171	NM_004497	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	SLC29A2	3177	XM_005273964	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HNRNPK	3190	NM_002140	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HNRNPU	3192	NM_031844	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HOXA3	3200	XM_005249730	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HOXA9	3205	NM_152739	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HOXC9	3225	NM_006897	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HPN	3249	NM_182983	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HRH1	3269	NM_001098213	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HSF4	3299	NM_001040667	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HTR2B	3357	NM_000867	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	HTR4	3360	XM_005268444	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IAPP	3375	NM_000415	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ID1	3397	NM_181353	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IFI27	3429	NM_001130080	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IGFBP4	3487	NM_001552	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IL4R	3566	NM_001257407	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IL6R	3570	NM_000565	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IMPDH1	3614	NM_000883	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	INPPL1	3636	XM_005273978	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IPP	3652	NM_005897	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IRF1	3659	NM_002198	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IRF4	3662	NM_002460	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ITGA2	3673	NM_002203	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ITPR3	3710	XM_005249086	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	IVL	3713	NM_005547	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	KCNA6	3742	XM_005253686	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	KCNQ1	3784	NM_000218	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	KIF3C	3797	NM_002254	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	KIR2DL3	3804	NM_015868	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	KPNA4	3840	NM_002268	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	KRT9	3857	NM_000226	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	KRT32	3882	NM_002278	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LAD1	3898	NM_005558	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LAMP1	3916	NM_005561	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LCN1	3933	NM_002297	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LDHC	3948	NM_002301	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LEPR	3953	NM_001003679	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LIMK1	3984	NM_002314	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LOXL2	4017	NM_002318	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LRP1	4035	NM_002332	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	LY9	4063	NM_002348	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	SH2D1A	4068	NM_002351	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NBR1	4077	NM_031858	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MAK	4117	NM_001242957	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MAT1A	4143	XM_005269842	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MATN1	4146	NM_002379	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MAZ	4150	NM_001042539	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MCC	4163	NM_001085377	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MGAT1	4245	XM_005265918	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MLH1	4292	NM_000249	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MMP15	4324	NM_002428	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MPP3	4356	NM_001932	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MPZ	4359	NM_000530	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MSH2	4436	NM_000251	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MUC4	4585	NM_018406	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MVD	4597	XM_005256312	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GADD45B	4616	NM_015675	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	MYOC	4653	NM_000261	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NFE2	4778	NM_001261461	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NFKBIA	4792	NM_020529	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NFKBIB	4793	NM_002503	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NFYC	4802	XM_005270894	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NHP2L1	4809	XM_005261620	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NINJ2	4815	XM_005253689	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CNOT4	4850	NM_001190848	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NOTCH4	4855	NM_004557	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NPAS1	4861	XM_005258960	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NRL	4901	XM_005267708	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	NUMA1	4926	XM_005274016	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	GPR143	4935	NM_000273	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	OAS2	4939	NM_002535	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	P2RY1	5028	NM_002563	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	P4HA1	5033	NM_001142595	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PEBP1	5037	NM_002567	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FURIN	5045	XM_005254932	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PARK2	5071	NM_004562	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PARN	5073	NM_002582	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PBX2	5089	NM_002586	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PCBD1	5092	NM_000281	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PCBP2	5094	NM_005016	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PCDHGC3	5098	NM_002588	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	CHMP1A	5119	NM_002768	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PCSK1	5122	NM_000439	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PDE6A	5145	NM_000440	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PDE6G	5148	NM_002602	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PDK4	5166	NM_002612	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PEG3	5178	NM_006210	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	ATP8B1	5205	NM_005603	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	SERPINB6	5269	XM_005249181	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PIK3R2	5296	NM_005027	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PKP2	5318	NM_004572	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PLA2G2A	5320	NM_000300	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PLAU	5328	NM_001145031	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PLIN1	5346	NM_002666	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	FXYD3	5349	XM_005258993	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PLOD1	5351	XM_005263474	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PLXNA1	5361	NM_032242	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PMS1	5378	XM_005246648	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	EXOSC10	5394	XM_005263475	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	POLE	5426	NM_006231	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	POLR2L	5441	NM_021128	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PPARD	5467	XM_005249192	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PPP2R2B	5521	NM_001271948	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PPP3R2	5535	NM_147180	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PRKACA	5566	XM_005259984	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PKIA	5569	NM_006823	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PRKAR1B	5575	NM_001164761	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PRKCH	5583	NM_006255	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PRKCI	5584	NM_002740	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PSMD8	5714	NM_002812	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PTGDR	5729	NM_001281469	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PTGIR	5739	NM_000960	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PTPN3	5774	NM_001145369	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PXN	5829	XM_005253910	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	PYCR1	5831	NM_006907	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	QDPR	5860	NM_000320	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	RAB5A	5868	NM_004162	0	0	0	1	0	1
hsa-miR-188-5p	MIMAT0000457	RAP2A	5911	NM_021033	0	0	0	1	0	1
